"provinsi","kota","kecamatan","kelurahan","id_tps","nomor_tps","diterima","rusak","tdk_digunakan","tdk_sah","no1","no2","no3","no4","no5","no6","no7","no8","no9","no10","no11","no12","no13","no14","no15","no16","no17","no18","no19","no20","saksi_pileg"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002020","020","143","0","27","5","1","3","71","3","1","0","0","10","4","0","5","10","0","2","","","","","1","0","Kelik Iskanang"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002021","021","133","0","17","3","1","6","70","5","2","2","1","1","0","9","5","7","0","4","","","","","0","0","Okta"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002022","022","207","0","29","13","2","11","61","4","11","0","1","12","0","22","6","25","0","10","","","","","0","0","Rina"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002023","023","266","0","51","12","8","6","74","4","7","0","11","25","0","13","10","31","1","12","","","","","0","1","Erlanda"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002024","024","253","0","32","5","7","10","101","6","10","1","7","22","4","13","18","12","1","4","","","","","0","0","Regi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002025","025","168","0","33","7","3","2","57","17","6","0","0","12","2","2","3","22","0","2","","","","","0","0","Dian"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002026","026","185","0","26","9","5","4","79","36","4","0","1","3","1","1","11","3","1","1","","","","","0","0","Haris"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002027","027","176","1","22","10","8","4","70","6","3","0","2","12","1","3","13","20","0","0","","","","","0","0","Pronggo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002028","028","149","0","212","10","2","2","52","8","3","0","0","10","0","0","10","25","0","4","","","","","1","2","AGUNG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002029","029","145","0","12","10","2","7","73","11","8","0","0","2","4","3","5","2","0","2","","","","","1","0","Suwartiyo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002030","030","126","0","18","12","1","1","55","9","3","0","4","2","2","1","9","8","0","3","","","","","0","0","Niar"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002031","031","175","0","32","3","2","2","90","1","10","1","0","8","1","1","12","8","0","3","","","","","0","1","Risman"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002032","032","165","1","27","4","4","6","78","8","2","0","1","10","4","1","9","6","0","4","","","","","0","0","Rifki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002033","033","250","0","35","20","3","9","72","13","10","1","4","13","4","8","18","21","0","16","","","","","0","3","Agung"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002034","034","182","0","29","5","5","8","70","3","5","1","2","8","3","4","14","16","0","8","","","","","0","1","Riyu"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002035","035","178","1","23","11","8","5","61","5","9","0","4","8","2","6","7","22","0","4","","","","","1","0","Veronica"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002037","037","159","0","14","13","7","5","63","8","5","0","7","1","1","5","8","12","0","9","","","","","0","1","HERBAGAS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002038","038","216","0","25","11","5","4","91","4","5","0","6","11","7","3","17","19","1","4","","","","","3","0","yusuf"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002039","039","213","0","22","19","11","9","71","6","4","1","5","9","3","6","6","16","0","24","","","","","1","0","eko jumarwanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002040","040","231","0","52","10","5","9","64","8","5","0","4","34","3","6","1","23","0","7","","","","","0","0","RIZAL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002041","041","222","0","40","18","6","6","97","7","1","2","3","15","3","4","2","13","0","4","","","","","0","2","Erizal"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002042","042","146","0","18","8","3","9","47","2","6","1","14","8","1","5","5","10","1","8","","","","","0","0","Bagas"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002043","043","189","1","11","0","6","6","18","10","2","2","3","9","1","6","4","51","0","17","","","","","0","0","Satya"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002044","044","239","0","29","25","6","8","75","5","4","0","3","16","3","5","13","27","0","17","","","","","2","1","Rifki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003001","001","178","0","17","6","4","19","53","6","5","0","3","25","1","4","7","20","0","5","","","","","5","0","MISTIJAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003002","002","252","0","53","13","5","7","77","14","8","2","6","12","6","11","13","22","0","3","","","","","0","0","WIWIK"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003003","003","139","0","18","4","0","14","48","2","8","0","3","12","3","1","5","17","0","2","","","","","0","2","ANGGA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003004","004","219","0","39","2","2","13","58","2","6","1","9","13","1","2","12","36","0","11","","","","","0","5","SUPARNO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003005","005","207","0","32","18","6","9","71","7","8","0","5","13","2","10","8","9","0","4","","","","","3","2","MUTAS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003006","006","212","1","39","11","5","14","62","9","14","0","3","16","2","1","8","18","1","7","","","","","1","0","AGUNG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003007","007","121","0","21","3","4","9","48","3","2","0","2","7","1","5","9","6","0","1","","","","","0","0","CHRISTIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003008","008","175","0","27","10","1","11","79","10","1","0","0","4","1","5","6","15","0","5","","","","","0","0","ulfah"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003009","009","259","2","35","16","5","44","98","6","7","1","11","7","2","6","4","12","0","1","","","","","0","2","SITI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003013","013","270","0","47","23","8","14","90","9","5","0","5","15","3","0","8","19","0","5","","","","","5","2","putri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003014","014","249","0","42","32","12","24","63","6","5","0","3","17","2","12","6","13","0","4","","","","","6","2","putri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003015","015","279","0","66","34","4","21","65","8","6","0","3","14","4","18","13","15","0","4","","","","","1","3","eko"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003016","016","273","0","47","21","9","18","68","8","13","0","12","10","1","13","15","24","0","8","","","","","4","2","NOVEN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003017","017","200","0","26","10","6","10","72","5","2","0","0","17","4","21","7","15","0","1","","","","","2","2","anwar"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003018","018","174","1","30","15","3","8","32","4","3","1","4","33","0","9","5","15","0","5","","","","","6","0","agus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003024","024","216","0","28","8","6","7","20","1","2","1","6","25","1","7","5","94","0","4","","","","","1","0","bayu"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003026","026","177","0","32","8","1","6","14","3","1","0","2","21","1","7","4","70","0","4","","","","","3","0","heru"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003027","027","202","1","15","18","3","5","10","0","1","0","0","9","2","12","3","112","0","0","","","","","10","1","ANGGORO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003028","028","236","2","30","12","8","13","20","2","5","0","4","16","1","12","8","91","0","4","","","","","6","2","BAMBANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003029","029","129","0","12","7","3","8","21","1","5","0","1","7","2","4","4","35","0","5","","","","","14","0","FATIMA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003030","030","204","0","24","12","3","7","11","1","1","0","3","19","0","17","2","85","0","9","","","","","10","0","siri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003031","031","204","0","24","9","3","12","17","11","0","0","2","37","0","10","0","64","0","7","","","","","7","1","HUSNI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003032","032","135","0","28","12","3","13","25","0","3","0","0","13","0","6","2","22","0","4","","","","","2","0","RONAL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003033","033","227","0","39","16","4","26","32","6","8","1","3","29","2","10","4","42","0","4","","","","","1","0","VENTA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003034","034","233","0","13","31","4","26","62","24","1","0","10","17","1","4","5","31","0","3","0","0","0","0","1","0","amine"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003035","035","154","0","14","8","0","11","62","40","0","0","2","2","1","1","0","13","0","0","","","","","0","0","ERDITA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003038","038","166","0","24","4","4","12","30","38","1","0","1","15","0","2","9","20","0","6","","","","","0","0","FAJAR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003039","039","150","0","14","4","5","4","35","39","2","2","5","24","1","9","2","3","0","1","","","","","0","0","PRAMONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","BRONTOKUSUMAN","3471121003041","041","200","0","33","4","5","15","44","15","6","0","5","20","2","4","18","25","0","1","","","","","3","0","ETTY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001001","001","213","0","24","15","5","13","88","10","9","0","3","12","3","10","1","15","0","3","","","","","1","1","mujiharto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001002","002","208","0","37","11","1","17","60","9","13","0","10","14","1","4","5","19","1","6","","","","","0","0","novi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001003","003","247","0","26","11","4","14","84","21","13","2","1","18","2","9","14","20","0","8","","","","","0","0","supadi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001004","004","289","0","50","17","4","1","83","10","10","0","8","25","6","18","14","21","1","6","","","","","0","1","dwi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001005","005","282","0","48","18","10","9","117","8","9","1","2","12","2","14","11","15","0","4","","","","","2","0","sri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001006","006","223","0","30","26","3","25","43","9","19","2","12","21","3","2","5","16","0","7","","","","","1","0","dwi sn"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001007","007","168","0","30","8","8","11","35","10","11","0","10","12","1","5","2","20","0","5","","","","","0","0","DIMAS PRIYO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001008","008","145","3","24","12","7","8","42","2","7","0","2","4","1","8","5","18","0","2","","","","","0","0","mujiyono"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001009","009","144","0","13","13","5","19","31","5","0","0","3","18","0","5","2","14","0","2","","","","","0","0","SUJADI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001010","010","212","0","233","16","3","14","73","3","10","0","5","22","3","2","9","22","0","7","","","","","0","0","NINIK S.N"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001011","011","159","0","22","18","3","17","54","1","4","0","1","11","2","3","0","19","0","4","","","","","0","0","BAYU"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001012","012","258","29","46","29","3","22","50","4","14","0","6","19","0","11","6","23","0","22","","","","","0","0","panji agung"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001013","013","266","1","49","27","6","16","76","7","11","0","2","9","2","9","17","11","0","22","","","","","1","0","M.IKA.H"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001014","014","278","0","48","14","8","13","90","13","16","0","5","20","3","5","9","19","0","10","","","","","0","0","SARIONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001015","015","206","0","23","14","9","12","54","10","3","0","8","26","1","8","3","24","0","7","","","","","0","0","sumadi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001016","016","205","1","36","23","3","20","45","7","2","0","4","19","1","6","4","29","0","3","","","","","2","0","BANGUN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001017","017","213","0","33","11","1","9","88","13","6","0","4","8","1","8","4","22","0","5","","","","","0","1","sutrisno"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SEMAKI","3471131001018","018","192","0","31","17","2","12","80","10","4","0","6","3","0","3","8","11","1","3","","","","","1","0","HENY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002001","001","245","0","36","10","4","14","89","9","10","0","1","15","6","9","17","17","0","7","","","","","1","0","Dwi N"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002002","002","232","0","38","8","3","14","59","2","14","1","3","24","11","11","21","19","0","4","","","","","0","0","JONATHAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002003","003","250","0","45","13","4","11","68","5","11","0","4","43","1","3","13","22","0","7","","","","","0","0","DANIEL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002004","004","243","0","22","10","5","12","106","8","9","1","9","10","3","3","12","28","0","4","","","","","0","1","AGUSTINUS ESA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002005","005","234","11","24","11","2","5","146","4","4","0","2","9","1","1","13","11","0","1","","","","","0","0","REHAN RENATA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002006","006","289","0","71","12","6","16","87","12","12","0","3","32","1","2","17","12","0","5","","","","","1","0","DWI KIKI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002007","007","274","0","35","17","7","8","122","5","8","1","3","7","7","6","7","33","0","4","","","","","1","3","BLASMUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002008","008","285","0","53","7","8","12","100","19","8","2","9","11","2","1","11","31","0","0","","","","","0","0","NANIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002009","009","253","0","41","25","11","17","72","12","12","1","4","11","2","3","12","24","0","5","","","","","0","1","SUSI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002010","010","251","0","38","18","11","4","83","6","15","0","2","14","4","4","7","34","2","7","","","","","0","2","BULIDA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002011","011","269","0","45","15","11","15","65","21","11","0","5","25","2","5","9","26","0","12","0","0","0","0","0","2","Dwi N"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002012","012","296","0","54","9","11","11","109","13","18","0","8","9","7","0","16","19","1","10","","","","","0","1","ISMARTANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002013","013","273","1","34","15","9","21","89","8","3","1","3","16","3","5","17","44","0","2","","","","","1","1","ANTON"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002014","014","288","0","65","18","7","12","101","11","5","1","3","14","3","1","9","27","1","5","","","","","1","0","rheyma"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002015","015","262","0","25","19","4","18","107","7","10","0","6","18","2","9","5","25","1","6","","","","","0","0","YANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002016","016","271","0","24","15","13","12","105","2","18","0","5","20","2","3","12","32","0","5","","","","","2","1","YUNI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002017","017","269","0","58","7","6","20","71","4","8","0","9","24","2","3","12","35","0","9","","","","","1","0","DANIEL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002018","018","206","1","12","13","9","20","70","6","6","1","2","20","0","22","6","17","0","0","","","","","0","1","diani"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002019","019","199","0","33","12","16","19","43","3","10","0","3","10","0","6","13","24","0","7","","","","","0","0","edi kurniawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002020","020","178","0","29","12","15","2","50","2","1","5","13","15","9","0","5","17","1","1","","","","","0","0","panji"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002021","021","166","0","30","8","6","8","46","10","2","0","2","17","1","2","12","17","0","4","","","","","0","1","rini s"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002022","022","289","0","29","14","7","20","75","18","28","0","6","25","3","7","21","30","1","3","","","","","0","2","AMBAR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002023","023","201","18","18","18","7","8","73","5","2","1","2","27","0","7","7","0","0","2","","","","","0","0","rihajeng"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002024","024","275","0","34","19","4","18","125","5","4","0","2","10","3","6","13","17","0","4","","","","","4","1","hary"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002025","025","272","0","31","13","6","31","70","11","9","0","12","21","3","5","18","38","0","2","","","","","0","2","arjih"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002026","026","285","0","51","8","6","36","70","8","5","0","4","25","1","2","5","22","3","8","","","","","0","0","nawa"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002027","027","263","0","23","19","4","82","58","12","6","0","3","11","0","3","5","31","0","6","","","","","0","0","danya n"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002028","028","300","0","30","12","6","45","48","7","5","0","4","14","3","12","1","47","0","2","","","","","0","0","surahman"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002029","029","300","0","38","25","5","5","63","7","8","0","6","34","6","11","5","62","0","3","","","","","0","0","tri budi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002030","030","298","0","42","19","5","21","90","6","13","0","7","22","5","7","22","31","0","5","","","","","0","2","298"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","MUJA MUJU","3471131002031","031","303","0","34","16","4","15","79","13","4","0","7","26","5","9","14","43","4","6","","","","","0","0","hanum"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003001","001","199","0","30","15","11","4","73","3","4","0","0","13","1","3","3","32","0","6","","","","","1","0","Aji priyono"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003002","002","193","0","40","10","3","6","56","5","2","2","2","21","2","7","6","26","0","6","","","","","0","0","Edi P"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003003","003","249","0","54","12","4","7","78","7","6","0","4","10","4","1","36","16","0","8","","","","","1","1","M Anwar Y"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003004","004","291","0","40","17","5","8","103","5","29","0","1","15","4","2","15","37","0","7","","","","","0","0","Sulastri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003006","006","299","0","49","16","9","13","87","3","10","0","5","14","5","9","8","55","0","15","","","","","1","0","Sugeng"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003007","007","215","13","35","13","4","6","94","2","8","0","9","14","3","5","10","78","2","7","","","","","2","1","Lintang"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003008","008","302","0","51","0","10","18","106","5","20","0","3","25","1","6","9","26","1","8","","","","","0","0","Yogi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003009","009","287","1","34","16","15","13","82","10","16","2","2","26","4","1","10","49","0","3","","","","","1","2","Nuri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003010","010","237","19","18","19","10","12","49","8","10","0","3","30","4","6","17","55","0","13","","","","","1","0","KIRANA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003011","011","290","13","68","13","5","16","56","17","9","0","5","46","6","5","5","23","1","7","","","","","0","1","IIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003012","012","242","0","28","17","28","8","63","2","17","0","4","34","2","3","3","24","0","7","","","","","1","1","erminto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003013","013","283","0","53","14","8","11","70","24","13","2","6","42","4","2","7","21","0","5","","","","","1","0","nikki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003014","014","175","0","34","0","1","24","70","7","3","0","3","6","1","0","2","4","0","2","","","","","2","1","maryanti"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003015","015","231","0","36","18","5","4","78","7","10","0","6","35","3","0","4","20","0","5","","","","","0","0","suban"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003016","016","293","2","43","20","17","17","84","10","16","0","5","27","3","4","10","26","7","2","","","","","0","0","dwi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003017","017","297","0","67","22","8","28","49","7","9","0","9","37","0","5","14","31","0","10","","","","","0","0","arif"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003018","018","295","0","29","23","17","8","95","6","38","0","5","6","1","10","2","11","3","1","","","","","0","0","januri"
